shipment_id,customer_id,shipper_id,service_id,weight_kg,shipment_date,delivery_date,status,shipment_cost
1116,511,2,EXP,136.09,2025-05-13,2025-05-25,Delayed,695.0
1117,1718,2,STD,4.94,2024-12-12,2024-12-28,Pending,13.35
1118,427,3,STD,64.33,2025-06-10,2025-06-25,Delivered,168.48
1119,616,3,STD,105.16,2025-10-04,2025-11-02,Delayed,259.79
1120,1333,2,PRI,167.23,2024-11-10,2024-12-01,Pending,1621.63
1121,1747,3,EXP,25.48,2025-09-15,2025-09-22,Pending,119.82
1122,1807,1,EXP,144.23,2025-08-29,2025-09-05,Cancelled,789.57
1123,978,3,PRI,68.62,2025-06-22,2025-07-19,Cancelled,748.61
1124,1374,1,EXP,186.54,2024-11-26,2024-12-02,Delayed,948.81
1125,219,3,STD,19.82,2025-04-06,2025-05-02,Pending,49.41
1126,54,1,STD,77.67,2025-09-24,2025-10-04,Pending,213.52
1127,1672,3,STD,145.87,2025-07-23,2025-07-24,In Transit,372.71
1128,1326,1,EXP,196.83,2025-05-19,2025-06-10,Cancelled,1067.03
1129,1062,1,PRI,154.37,2025-10-18,2025-10-30,Delayed,1452.94
1130,180,2,EXP,119.78,2025-05-12,2025-06-08,Delivered,623.22
1131,1668,3,STD,31.68,2025-10-13,2025-11-01,Delayed,79.13
1132,488,3,STD,157.69,2024-11-05,2024-11-10,Delayed,363.08
1133,1157,1,PRI,27.55,2025-05-28,2025-06-12,Pending,288.6
1134,1720,2,PRI,183.12,2025-08-09,2025-09-06,Delivered,1942.31
1135,1073,1,EXP,66.08,2025-01-31,2025-03-01,Delivered,306.24
1136,1128,3,EXP,131.82,2025-08-23,2025-09-04,Pending,642.75
1137,908,1,STD,64.75,2025-09-20,2025-09-23,Pending,171.54
1138,1486,2,EXP,135.84,2025-05-23,2025-06-20,Delayed,653.94
1139,1464,1,STD,112.73,2025-07-15,2025-08-12,Delivered,256.86
1140,562,1,PRI,92.89,2024-11-17,2024-11-27,Cancelled,1016.0
1141,851,3,STD,33.39,2025-07-30,2025-08-12,Cancelled,81.06
1142,252,3,PRI,122.61,2025-09-03,2025-10-03,Delayed,1263.49
1143,222,1,PRI,50.09,2025-03-29,2025-04-22,Delayed,537.15
1144,798,1,PRI,102.18,2025-07-27,2025-08-14,Delayed,1034.81
1145,1593,2,PRI,120.63,2025-02-26,2025-03-16,Pending,1251.19
1146,401,2,PRI,28.4,2024-12-31,2025-01-20,Delivered,263.72
1147,1559,3,PRI,184.89,2025-05-11,2025-06-03,Pending,1752.05
1148,618,3,STD,177.11,2025-04-19,2025-05-16,Delivered,457.2
1149,1967,2,EXP,16.1,2025-02-10,2025-02-24,Delayed,88.07
1150,1125,3,PRI,80.73,2025-04-13,2025-04-26,Delivered,835.46
1151,1008,1,STD,21.68,2025-10-01,2025-10-02,In Transit,49.87
1152,596,1,STD,29.03,2025-06-17,2025-06-18,Delivered,67.83
1153,1934,3,EXP,55.82,2025-02-04,2025-03-03,In Transit,272.05
1154,1927,2,EXP,132.38,2025-09-04,2025-10-02,In Transit,651.08
1155,261,3,EXP,115.78,2025-01-29,2025-02-13,In Transit,528.7
1156,1361,3,PRI,57.61,2025-09-18,2025-09-24,In Transit,538.77
1157,1292,2,PRI,22.33,2025-10-25,2025-11-12,Delayed,223.26
1158,1720,3,PRI,102.76,2025-08-18,2025-08-22,Delivered,986.52
1159,1772,2,EXP,64.0,2025-01-11,2025-02-04,In Transit,315.88
1160,659,2,EXP,5.23,2025-06-20,2025-07-08,Cancelled,26.79
1161,1763,3,EXP,14.27,2025-07-23,2025-08-01,Cancelled,70.09
1162,1124,2,EXP,134.88,2025-01-26,2025-02-06,Delayed,631.38
1163,293,2,PRI,162.34,2025-09-28,2025-09-29,In Transit,1550.64
1164,1527,1,EXP,181.08,2025-09-29,2025-10-29,Pending,841.22
1165,871,1,PRI,57.78,2025-07-26,2025-08-08,Cancelled,584.25
1166,1285,2,EXP,88.19,2024-11-02,2024-11-08,Cancelled,449.95
1167,305,3,PRI,97.84,2024-12-26,2025-01-12,Delayed,1035.68
1168,1938,1,PRI,10.44,2025-03-20,2025-04-07,Delayed,95.87
1169,1933,2,EXP,25.67,2025-09-07,2025-10-02,Delayed,126.48
1170,176,2,PRI,98.16,2025-01-12,2025-01-19,Pending,1012.63
1171,67,2,PRI,163.64,2025-01-24,2025-02-09,Cancelled,1474.1
1172,1095,1,EXP,40.42,2025-02-20,2025-03-09,Delayed,185.1
1173,937,1,STD,160.03,2025-09-11,2025-09-14,Pending,420.24
1174,441,1,PRI,41.8,2025-04-13,2025-05-03,Pending,381.54
1175,1110,3,PRI,178.72,2025-01-08,2025-01-13,Delayed,1727.65
1176,1676,3,STD,87.49,2025-07-13,2025-07-21,In Transit,237.71
1177,376,2,STD,108.48,2025-08-21,2025-09-04,Delayed,266.87
1178,1005,2,PRI,126.14,2024-11-03,2024-11-24,In Transit,1275.9
1179,202,2,EXP,150.61,2025-04-07,2025-05-03,Pending,815.63
1180,758,1,PRI,130.07,2024-12-22,2025-01-04,Delivered,1226.53
1181,1961,3,EXP,112.78,2025-01-07,2025-01-19,In Transit,563.18
1182,498,2,STD,183.42,2025-03-14,2025-04-06,Delivered,422.45
1183,154,1,STD,192.39,2024-12-20,2025-01-07,Delayed,516.8
1184,164,2,PRI,181.76,2024-12-31,2025-01-03,Delivered,1924.48
1185,833,1,EXP,109.93,2025-07-20,2025-07-31,Cancelled,589.91
1186,590,3,PRI,38.66,2025-08-31,2025-09-26,Cancelled,396.15
1187,719,3,PRI,173.69,2025-03-14,2025-04-09,Cancelled,1760.65
1188,1573,3,EXP,26.57,2025-09-21,2025-09-27,Pending,140.67
1189,495,2,EXP,43.54,2025-09-16,2025-10-11,In Transit,224.73
1190,1139,1,STD,143.43,2025-07-04,2025-07-07,Cancelled,344.72
1191,606,2,PRI,44.38,2025-04-20,2025-05-20,In Transit,408.05
1192,1543,1,STD,21.21,2025-08-27,2025-09-24,In Transit,55.9
1193,678,2,PRI,167.77,2025-03-13,2025-03-20,Cancelled,1706.31
1194,709,3,EXP,172.25,2025-02-16,2025-02-18,Delayed,891.94
1195,1341,3,EXP,194.25,2025-01-23,2025-02-20,Cancelled,897.84
1196,175,2,STD,90.08,2025-03-17,2025-04-07,Delivered,221.6
1197,1576,2,PRI,23.62,2025-07-31,2025-08-03,Delivered,258.83
1198,142,1,STD,1.45,2024-12-16,2024-12-30,Cancelled,3.49
1199,305,1,EXP,71.93,2025-02-01,2025-02-20,Pending,367.12
1200,1959,3,EXP,62.87,2025-04-08,2025-05-02,Cancelled,292.77
1201,1742,2,EXP,154.78,2025-03-06,2025-03-16,Delayed,801.58
1202,1597,2,PRI,151.21,2025-01-08,2025-01-16,Pending,1454.23
1203,1108,1,STD,34.83,2025-02-22,2025-03-17,Delayed,81.13
1204,905,1,EXP,105.38,2025-10-16,2025-11-04,In Transit,544.84
1205,831,3,STD,25.93,2025-06-13,2025-06-15,Delayed,58.35
1206,1509,1,EXP,65.76,2025-03-31,2025-04-05,Delivered,311.82
1207,1172,2,STD,149.61,2025-10-15,2025-10-23,Cancelled,383.33
1208,1091,2,STD,169.86,2025-03-24,2025-04-16,Delivered,462.28
1209,1174,2,STD,125.04,2025-03-07,2025-04-04,Pending,307.12
1210,669,3,STD,190.03,2025-08-12,2025-09-02,Delayed,472.06
1211,1553,2,STD,32.45,2024-12-16,2024-12-18,Cancelled,82.36
1212,1611,2,PRI,70.86,2025-04-01,2025-04-13,In Transit,778.29
1213,1785,2,EXP,79.33,2025-08-04,2025-08-13,Delayed,363.63
1214,1978,1,EXP,23.31,2024-11-10,2024-11-16,Delayed,119.82
1215,609,2,PRI,64.93,2025-09-22,2025-10-17,Pending,645.59
1216,214,3,EXP,66.54,2024-11-07,2024-11-22,Cancelled,360.3
1217,576,2,STD,150.28,2025-07-15,2025-07-25,In Transit,386.55
1218,1903,3,PRI,13.23,2024-12-01,2024-12-17,Delayed,141.12
1219,287,3,EXP,110.77,2025-10-23,2025-11-18,In Transit,545.62
1220,297,2,PRI,46.41,2025-08-24,2025-09-19,In Transit,473.08
1221,434,3,PRI,165.3,2025-04-21,2025-05-12,Pending,1608.64
1222,564,1,EXP,1.84,2025-09-13,2025-09-15,Delivered,9.83
1223,1794,3,STD,106.6,2025-09-18,2025-10-07,Delivered,245.95
1224,1942,1,EXP,95.89,2025-05-04,2025-05-29,In Transit,438.85
1225,617,3,EXP,135.43,2025-01-17,2025-01-20,Pending,724.81
1226,509,1,STD,95.24,2025-05-10,2025-06-02,Cancelled,259.38
1227,171,1,PRI,43.67,2025-05-18,2025-05-28,Pending,397.93
1228,1240,3,PRI,93.46,2025-05-16,2025-05-29,Cancelled,910.33
1229,868,1,PRI,136.54,2024-12-16,2025-01-14,In Transit,1397.61
1230,1550,1,EXP,191.69,2025-06-28,2025-07-11,Pending,932.68
1231,1237,2,EXP,78.99,2025-05-29,2025-06-25,Pending,382.94
1232,1804,1,STD,118.68,2025-06-16,2025-07-16,Delayed,309.93
1233,1066,2,STD,63.43,2025-08-30,2025-09-04,Cancelled,151.74
1234,558,2,STD,171.78,2025-02-22,2025-02-24,Delayed,409.03
1235,153,3,STD,48.89,2025-07-16,2025-08-15,Delivered,124.97
1236,1409,1,EXP,92.91,2025-03-20,2025-03-29,In Transit,468.65
1237,98,3,EXP,147.06,2025-10-08,2025-11-02,In Transit,767.37
1238,1935,1,EXP,153.17,2024-11-06,2024-11-19,Pending,761.44
1239,1108,3,STD,20.78,2025-04-03,2025-04-10,Delivered,53.76
1240,1430,3,PRI,108.41,2025-05-21,2025-05-30,Cancelled,1161.86
1241,157,2,STD,166.84,2025-09-04,2025-09-18,Pending,419.84
1242,665,2,EXP,117.71,2025-01-01,2025-01-27,In Transit,593.48
1243,709,3,PRI,19.34,2025-02-11,2025-03-10,Pending,212.43
1244,58,1,PRI,27.26,2025-07-23,2025-08-15,Delivered,295.17
1245,1089,1,EXP,198.29,2025-05-22,2025-06-21,Cancelled,898.48
1246,1246,3,EXP,192.36,2024-11-29,2024-12-09,Delayed,996.71
1247,770,3,PRI,149.06,2025-04-21,2025-05-16,Cancelled,1472.8
1248,718,1,STD,58.6,2025-05-23,2025-05-26,Pending,138.72
1249,510,2,PRI,165.94,2025-09-05,2025-09-22,Delivered,1789.04
1250,372,2,PRI,182.21,2025-01-25,2025-02-11,In Transit,1999.12
1251,321,1,EXP,65.37,2025-09-28,2025-09-30,Cancelled,352.03
1252,833,2,PRI,191.72,2025-02-28,2025-03-06,Cancelled,1922.13
1253,707,2,STD,168.29,2025-09-15,2025-09-17,In Transit,449.25
1254,1745,2,EXP,134.86,2025-01-17,2025-02-14,In Transit,681.47
1255,1238,2,STD,179.94,2024-11-27,2024-12-20,Pending,455.88
1256,1822,1,STD,166.56,2025-10-11,2025-10-22,Delivered,400.53
1257,637,2,EXP,195.28,2025-03-18,2025-03-20,Cancelled,1047.99
1258,1749,1,STD,136.77,2025-05-29,2025-05-30,In Transit,314.14
1259,1703,1,PRI,46.93,2024-12-26,2025-01-08,Delivered,489.33
1260,1353,1,STD,132.02,2025-05-07,2025-05-09,Delivered,340.76
1261,991,2,STD,38.54,2025-10-02,2025-10-08,Delivered,90.13
1262,890,1,PRI,116.68,2025-03-19,2025-03-29,Delayed,1071.55
1263,12,1,STD,167.34,2025-09-29,2025-10-12,Delayed,407.7
1264,1866,1,PRI,177.26,2025-06-09,2025-06-17,Delivered,1603.27
1265,1715,2,STD,99.94,2025-06-05,2025-06-18,Pending,258.33
1266,146,3,PRI,149.29,2025-09-14,2025-10-10,Cancelled,1555.12
1267,528,3,EXP,170.41,2025-10-17,2025-10-21,Delivered,897.59
1268,435,2,PRI,95.73,2025-08-28,2025-09-07,Delayed,953.97
1269,1702,2,EXP,183.99,2025-01-31,2025-02-07,Delayed,872.35
1270,908,1,STD,103.32,2025-07-03,2025-07-24,In Transit,276.08
1271,1865,2,PRI,175.32,2024-12-25,2025-01-11,Delivered,1754.67
1272,336,2,STD,86.49,2024-11-20,2024-11-30,Cancelled,212.91
1273,230,2,STD,97.67,2025-01-27,2025-02-10,In Transit,220.61
1274,627,3,PRI,182.26,2025-08-24,2025-09-01,Delayed,1964.78
1275,1627,1,STD,56.2,2024-12-20,2025-01-06,In Transit,127.47
1276,392,1,EXP,82.45,2025-09-11,2025-09-29,In Transit,423.67
1277,1730,1,PRI,199.62,2025-09-11,2025-09-16,Cancelled,2117.97
1278,498,2,EXP,122.83,2024-12-28,2025-01-08,Cancelled,582.86
1279,632,1,EXP,9.74,2025-07-04,2025-07-20,In Transit,47.75
1280,613,3,PRI,1.4,2025-09-26,2025-09-27,Delivered,15.06
1281,505,1,PRI,196.96,2025-10-21,2025-11-03,In Transit,1908.25
1282,1016,2,EXP,146.34,2025-02-10,2025-03-06,Pending,672.01
1283,1077,1,STD,83.87,2024-11-16,2024-11-17,Delivered,219.07
1284,524,2,PRI,61.6,2025-06-15,2025-07-11,Delayed,581.39
1285,1128,2,PRI,132.21,2025-03-19,2025-04-02,Pending,1359.52
1286,1580,3,STD,77.86,2024-12-14,2024-12-29,Pending,189.75
1287,1836,1,EXP,159.06,2024-11-29,2024-12-20,Delivered,790.24
1288,1354,3,PRI,184.72,2025-10-01,2025-10-13,Pending,1961.17
1289,866,3,PRI,66.55,2025-08-09,2025-08-31,Cancelled,613.61
1290,601,3,PRI,192.21,2025-06-15,2025-06-30,In Transit,2041.84
1291,1961,2,EXP,13.17,2025-05-11,2025-05-28,Pending,68.7
1292,1024,1,PRI,87.26,2025-08-30,2025-09-18,Pending,811.96
1293,394,1,PRI,152.09,2025-07-02,2025-07-20,Cancelled,1610.14
1294,411,3,EXP,80.8,2025-06-30,2025-07-01,Pending,425.44
1295,1331,2,EXP,89.32,2025-08-14,2025-08-15,Pending,473.45
1296,1931,1,STD,150.18,2024-11-05,2024-11-08,Cancelled,365.51
1297,1340,1,EXP,24.28,2025-10-09,2025-10-24,Cancelled,132.33
1298,298,2,STD,143.68,2025-03-05,2025-04-02,Delayed,355.07
1299,118,1,EXP,171.54,2025-08-04,2025-08-09,Delivered,799.53
1300,1704,2,PRI,49.09,2025-06-24,2025-07-01,Cancelled,453.91
1301,1779,1,STD,169.76,2025-04-03,2025-04-14,Pending,402.48
1302,467,2,PRI,25.82,2025-10-04,2025-10-07,Pending,253.87
1303,102,1,PRI,130.1,2025-06-12,2025-07-06,In Transit,1386.9
1304,1659,2,STD,21.83,2025-09-07,2025-10-02,Cancelled,52.2
1305,1102,3,STD,68.25,2025-08-17,2025-09-05,Delayed,165.84
1306,1710,2,STD,126.76,2025-09-18,2025-10-10,Delivered,338.25
1307,459,1,STD,67.55,2024-12-19,2024-12-22,Delayed,159.77
1308,864,1,STD,172.57,2025-07-17,2025-08-12,In Transit,433.38
1309,1812,3,STD,195.23,2025-08-22,2025-09-11,Delivered,445.02
1310,1679,1,EXP,22.63,2025-05-16,2025-05-17,Delayed,103.03
1311,1942,1,EXP,141.66,2025-06-17,2025-07-07,Cancelled,688.93
1312,904,1,EXP,51.66,2024-11-17,2024-12-14,Delayed,253.86
1313,80,2,EXP,139.33,2025-03-09,2025-04-06,In Transit,661.71
1314,391,2,EXP,155.21,2025-09-06,2025-09-26,Delivered,773.93
1315,1339,2,STD,86.71,2025-10-28,2025-11-20,Delayed,236.47
1316,130,2,EXP,167.94,2025-01-01,2025-01-22,Cancelled,878.18
1317,1963,1,STD,173.19,2025-06-01,2025-06-20,Cancelled,443.16
1318,357,1,PRI,137.6,2024-12-21,2025-01-04,Delivered,1511.16
1319,738,3,PRI,60.53,2025-10-19,2025-10-25,Pending,546.91
1320,156,3,STD,36.26,2025-10-02,2025-10-07,Pending,98.19
1321,893,1,STD,49.7,2025-10-24,2025-11-04,Pending,128.27
1322,1767,2,EXP,37.83,2025-07-21,2025-08-17,Delayed,192.62
1323,662,1,PRI,45.9,2025-08-03,2025-09-01,Pending,490.96
1324,66,1,PRI,162.2,2025-02-15,2025-03-05,Delivered,1751.03
1325,1348,3,PRI,121.9,2025-03-17,2025-04-05,Delivered,1163.69
1326,1893,1,EXP,59.06,2025-02-15,2025-03-11,Cancelled,273.9
1327,659,3,EXP,140.12,2024-11-24,2024-12-14,Delivered,759.18
1328,1234,2,STD,145.44,2025-09-16,2025-09-27,In Transit,379.55
1329,909,1,PRI,75.76,2024-11-20,2024-11-21,In Transit,832.71
1330,830,2,STD,186.35,2025-01-05,2025-01-12,Delayed,488.84
1331,1167,1,PRI,164.18,2025-10-22,2025-10-23,Delayed,1742.07
1332,76,3,EXP,78.53,2025-05-08,2025-05-27,Pending,380.88
1333,1122,2,EXP,179.76,2025-07-08,2025-07-19,In Transit,876.39
1334,1845,2,EXP,171.89,2025-02-04,2025-02-12,Cancelled,930.52
1335,337,3,PRI,171.6,2025-03-15,2025-04-04,Cancelled,1579.42
1336,175,3,STD,95.22,2025-02-19,2025-03-01,Pending,225.38
1337,1387,2,STD,173.5,2025-04-27,2025-05-19,Delivered,420.89
1338,1950,1,EXP,102.71,2024-11-02,2024-11-29,Delayed,515.04
1339,46,1,PRI,20.42,2025-10-11,2025-10-17,In Transit,207.46
1340,558,3,EXP,74.89,2025-03-25,2025-04-02,Pending,377.0
1341,1381,1,EXP,87.23,2025-01-07,2025-01-20,Cancelled,402.05
1342,1892,1,STD,186.47,2025-07-30,2025-08-25,Delayed,501.36
1343,902,2,EXP,108.74,2025-03-11,2025-03-16,Delayed,597.93
1344,1762,2,STD,99.55,2025-01-24,2025-01-30,Cancelled,246.06
1345,1054,3,EXP,28.07,2025-02-16,2025-02-22,Delivered,137.25
1346,40,2,STD,169.71,2025-04-26,2025-04-27,Cancelled,463.15
1347,688,2,STD,3.3,2025-03-03,2025-03-25,Pending,8.29
1348,567,1,STD,112.14,2025-04-20,2025-05-12,Cancelled,255.13
1349,1596,2,PRI,101.75,2025-04-19,2025-05-15,Delayed,972.18
1350,404,3,EXP,151.59,2025-03-26,2025-04-07,In Transit,796.77
1351,395,3,PRI,172.89,2025-04-06,2025-04-13,Delivered,1570.35
1352,143,1,STD,29.08,2025-07-07,2025-07-19,Pending,66.88
1353,394,3,PRI,197.24,2024-12-03,2024-12-15,Delivered,2092.2
1354,987,2,STD,100.59,2025-02-28,2025-03-03,Pending,273.27
1355,1048,1,STD,140.23,2025-06-20,2025-07-14,Delivered,368.27
1356,977,2,PRI,92.33,2025-03-12,2025-03-18,Delayed,902.24
1357,1688,1,PRI,174.37,2025-04-20,2025-05-16,Delivered,1606.78
1358,1573,2,STD,74.68,2025-04-01,2025-04-07,In Transit,198.27
1359,174,3,EXP,106.07,2025-05-05,2025-05-12,Pending,507.74
1360,301,3,PRI,62.51,2025-07-03,2025-07-08,In Transit,662.35
1361,1261,3,PRI,81.56,2025-08-04,2025-08-19,Delayed,815.01
1362,969,3,PRI,131.06,2025-07-08,2025-07-25,Cancelled,1316.84
1363,328,1,EXP,66.42,2025-08-08,2025-08-23,Delivered,310.09
1364,341,2,PRI,170.13,2025-04-21,2025-04-25,Delivered,1788.71
1365,382,2,EXP,54.09,2025-06-18,2025-06-19,Delayed,288.63
1366,1329,2,STD,74.96,2025-02-06,2025-03-07,Cancelled,202.18
1367,1505,1,STD,126.65,2025-04-21,2025-05-21,Pending,302.01
1368,1878,3,STD,58.52,2025-06-16,2025-07-11,In Transit,138.86
1369,1464,3,STD,81.84,2024-12-25,2025-01-07,Delivered,210.7
1370,671,1,STD,152.76,2025-07-31,2025-08-18,Cancelled,414.66
1371,718,3,EXP,137.16,2025-10-11,2025-11-10,Delivered,633.35
1372,470,1,STD,161.59,2025-01-20,2025-01-29,In Transit,442.41
1373,574,1,PRI,115.93,2025-05-22,2025-06-08,In Transit,1090.74
1374,408,2,STD,169.85,2025-01-11,2025-01-12,Pending,414.5
1375,351,3,EXP,191.49,2024-11-27,2024-12-16,Cancelled,1040.08
1376,108,3,PRI,95.42,2024-12-18,2025-01-10,Delivered,935.9
1377,94,2,PRI,89.66,2025-09-05,2025-09-06,Delayed,848.75
1378,403,2,EXP,19.7,2025-05-31,2025-06-03,In Transit,89.21
1379,273,1,PRI,137.32,2025-05-21,2025-05-26,Cancelled,1251.89
1380,853,1,STD,46.11,2024-11-08,2024-11-23,In Transit,125.05
1381,772,1,STD,141.78,2025-03-18,2025-04-08,Delivered,340.51
1382,907,2,STD,184.58,2025-03-18,2025-03-27,Delivered,482.41
1383,495,2,PRI,111.38,2024-11-09,2024-12-07,Delivered,1190.59
1384,913,3,PRI,92.23,2025-09-14,2025-09-30,Delivered,992.94
1385,1490,2,PRI,115.23,2025-10-24,2025-11-02,Pending,1194.07
1386,1350,2,PRI,126.89,2025-05-03,2025-05-19,In Transit,1218.02
1387,557,2,EXP,66.53,2025-10-22,2025-11-08,Delayed,330.02
1388,561,3,STD,8.03,2025-06-28,2025-06-29,Cancelled,20.41
1389,1470,3,STD,100.83,2025-05-23,2025-05-31,Delayed,247.87
1390,1672,3,EXP,103.59,2025-08-29,2025-09-08,Cancelled,540.89
1391,880,1,PRI,85.42,2025-02-14,2025-02-27,Cancelled,863.21
1392,1697,3,EXP,126.96,2025-04-06,2025-04-18,Cancelled,648.3
1393,819,1,EXP,173.11,2025-10-23,2025-11-05,Cancelled,822.63
1394,65,1,PRI,165.08,2025-04-03,2025-04-18,In Transit,1747.3
1395,1962,3,EXP,62.91,2025-06-21,2025-07-04,Delayed,298.18
1396,916,3,PRI,54.46,2025-05-23,2025-05-30,Delayed,588.87
1397,94,1,STD,157.98,2025-10-03,2025-10-13,Delivered,388.6
1398,1341,3,EXP,85.85,2025-03-20,2025-04-13,Pending,434.46
1399,874,3,PRI,171.7,2024-11-17,2024-12-13,Pending,1739.2
1400,615,1,STD,107.79,2024-11-11,2024-11-30,In Transit,271.24
1401,510,1,STD,106.13,2025-10-06,2025-10-07,Delivered,287.45
1402,915,3,PRI,3.68,2025-02-03,2025-02-07,Delivered,36.64
1403,1701,1,PRI,145.22,2025-08-14,2025-09-08,Delivered,1417.05
1404,1496,3,PRI,89.07,2024-12-03,2024-12-20,Delayed,931.04
1405,383,3,STD,2.86,2025-02-27,2025-03-10,Delivered,7.61
1406,143,2,STD,163.56,2025-02-01,2025-03-03,Delayed,376.62
1407,1622,2,STD,168.94,2025-05-23,2025-05-25,Delayed,408.38
1408,1910,3,EXP,107.77,2024-11-21,2024-12-07,Cancelled,576.14
1409,703,1,EXP,95.61,2025-02-16,2025-03-09,In Transit,435.89
1410,1310,3,EXP,133.46,2025-10-07,2025-10-18,Cancelled,730.07
1411,720,3,EXP,73.3,2025-10-30,2025-11-02,Cancelled,381.0
1412,641,1,EXP,134.4,2025-03-09,2025-03-10,Delivered,685.68
1413,741,2,STD,131.57,2025-05-11,2025-06-01,Delayed,342.17
1414,1808,2,PRI,39.12,2025-07-08,2025-07-19,Cancelled,386.25
1415,1188,3,STD,26.56,2025-01-28,2025-02-27,Pending,63.86
1416,679,2,PRI,89.63,2025-07-13,2025-08-04,In Transit,982.58
1417,1586,1,EXP,97.16,2025-03-25,2025-03-30,Delayed,471.09
1418,956,3,STD,108.54,2025-06-01,2025-06-22,Cancelled,287.71
1419,1733,1,EXP,117.1,2025-08-18,2025-08-23,Cancelled,619.01
1420,1329,2,PRI,8.64,2025-08-08,2025-09-04,In Transit,89.35
1421,672,1,EXP,164.96,2025-03-08,2025-04-01,Delivered,833.09
1422,972,3,STD,32.45,2024-12-25,2025-01-10,Delivered,73.09
1423,566,1,PRI,104.48,2025-03-13,2025-04-04,Cancelled,1075.37
1424,1332,3,EXP,130.88,2024-11-11,2024-12-05,Delayed,644.37
1425,27,1,STD,83.07,2024-12-23,2024-12-31,In Transit,199.25
1426,1685,1,PRI,195.16,2024-11-11,2024-12-05,Delivered,1865.99
1427,705,2,EXP,43.12,2025-04-16,2025-05-09,Delivered,229.26
1428,137,2,STD,89.5,2025-05-10,2025-06-05,In Transit,238.95
1429,1943,2,PRI,173.54,2025-09-27,2025-10-05,Cancelled,1722.88
1430,1536,1,EXP,185.25,2025-03-31,2025-04-22,Delivered,954.95
1431,877,3,STD,85.38,2025-01-23,2025-02-13,Delivered,193.53
1432,588,3,STD,158.37,2024-12-27,2024-12-29,In Transit,364.06
1433,258,3,EXP,21.24,2025-05-13,2025-05-27,In Transit,96.3
1434,968,1,EXP,82.67,2024-12-20,2025-01-12,Delayed,378.89
1435,881,3,STD,14.92,2025-08-16,2025-09-06,Pending,38.57
1436,700,1,EXP,40.15,2025-05-30,2025-06-17,Delivered,207.56
1437,1777,1,PRI,57.38,2025-03-17,2025-03-19,Delayed,529.49
1438,1407,3,EXP,97.64,2025-01-13,2025-01-16,Delivered,523.3
1439,1475,3,EXP,15.06,2024-11-03,2024-11-27,Delayed,74.45
1440,786,1,EXP,160.97,2025-01-31,2025-02-17,Delivered,840.77
1441,593,2,PRI,38.58,2025-04-19,2025-05-14,In Transit,397.61
1442,1467,1,EXP,27.68,2025-01-04,2025-01-11,Pending,140.98
1443,1007,3,EXP,84.82,2025-03-08,2025-04-04,Cancelled,410.62
1444,431,1,EXP,183.06,2025-10-20,2025-11-03,Delayed,997.46
1445,76,3,EXP,121.55,2025-08-19,2025-08-29,Cancelled,627.7
1446,693,3,PRI,29.27,2024-11-23,2024-12-05,In Transit,299.38
1447,744,1,PRI,116.73,2025-09-16,2025-09-26,Cancelled,1271.86
1448,1823,1,EXP,142.71,2025-10-18,2025-11-10,Pending,671.24
1449,530,3,PRI,72.02,2025-01-16,2025-01-28,Pending,773.85
1450,1812,2,EXP,192.31,2025-04-22,2025-05-12,Delayed,919.2
1451,1192,1,EXP,68.04,2024-12-01,2024-12-17,In Transit,366.23
1452,1027,2,STD,91.99,2025-09-11,2025-10-09,Pending,219.12
1453,1315,2,EXP,38.39,2025-10-09,2025-10-21,Pending,178.11
1454,645,1,STD,126.47,2025-04-25,2025-04-30,Delivered,342.26
1455,770,3,STD,106.16,2024-12-02,2024-12-06,In Transit,263.8
1456,1185,1,EXP,194.35,2025-06-22,2025-06-27,Pending,1006.01
1457,1982,1,EXP,45.24,2025-07-18,2025-08-16,Pending,227.49
1458,1840,1,PRI,63.32,2025-06-21,2025-07-05,Delivered,572.33
1459,1085,1,PRI,139.08,2025-01-29,2025-02-20,Delivered,1314.31
1460,1035,3,STD,29.62,2025-02-26,2025-03-01,Cancelled,75.35
1461,1412,3,EXP,186.65,2025-07-20,2025-08-07,Delayed,1016.49
1462,645,1,EXP,164.26,2025-10-16,2025-11-13,Delayed,753.79
1463,699,2,PRI,5.61,2025-02-17,2025-02-18,Delivered,60.42
1464,1104,3,EXP,137.83,2025-02-26,2025-03-08,Cancelled,622.68
1465,958,2,STD,195.79,2024-12-08,2024-12-18,Cancelled,454.41
1466,7,1,PRI,76.99,2025-10-03,2025-10-30,In Transit,727.15
1467,181,1,PRI,89.03,2024-11-11,2024-11-27,In Transit,814.24
1468,1933,1,STD,44.44,2025-09-20,2025-10-04,Delivered,104.17
1469,1399,2,EXP,149.98,2024-12-14,2024-12-19,In Transit,822.34
1470,1665,3,EXP,101.2,2025-01-04,2025-01-27,Delivered,489.23
1471,1251,2,PRI,36.4,2024-11-26,2024-12-18,Delivered,333.06
1472,1149,3,EXP,11.66,2025-06-17,2025-07-14,In Transit,57.13
1473,347,2,STD,142.99,2025-07-10,2025-07-22,Delayed,341.89
1474,289,2,PRI,111.09,2025-03-06,2025-04-02,Cancelled,1060.42
1475,551,2,STD,92.33,2025-06-01,2025-06-23,Delayed,243.63
1476,1897,3,EXP,157.53,2024-11-23,2024-11-25,Cancelled,731.09
1477,935,3,PRI,163.85,2024-12-01,2024-12-22,Pending,1519.94
1478,1034,2,PRI,56.06,2025-09-24,2025-10-17,Delayed,607.85
